;TIME;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Argentina;Memo: Geothermal, solar/wind/other, heat, electricity;..;..;..;..;..;..;..;..;..;..;..;18914;20210;21082;22025;23839;25024;25610;27317;28948;31907;32260;31104;32479;34484;35039;37951;42383;40075;38038;40043;43258;48100;52866;57308;61528;63425;66661;69059;74977;77386;79571;76486;77677;81036;87797;95472;107251;112921;116384;122987;130111;135256;144346;157982;156100;161233;161200;160104;155461;149428
Armenia;Coal and coal products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10257;5500;2620;56;669;56;93;93;93;56;0;0;334;502;0;0;19;56;37;0;25;0;50;25;0;0;5;3;28;34;..
Armenia;Peat and peat products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Oil shale and oil sands;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Crude, NGL and feedstocks;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Oil products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7371;1390;301;215;215;172;86;86;86;215;0;0;258;129;0;0;0;0;0;0;0;0;0;0;46;298;43;39;60;34;..
Armenia;Natural gas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47263;47916;27309;9636;11968;19380;3966;5222;5448;4440;5206;5764;5752;7114;10964;12290;12594;18056;20001;18770;15981;18498;20622;20381;17488;18245;20121;21529;19087;23322;..
Armenia;Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Hydro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Geothermal;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Solar/wind/other;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;46;56;108;179;..
Armenia;Biofuels and waste;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418;3946;5277;5549;3965;3416;..
Armenia;Heat production from non-specified combustible fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Armenia;Electricity;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7369;8658;8723;4885;3492;2308;3902;8752;6350;5825;5609;5317;5386;5764;5918;6203;6152;6361;6451;6181;6293;6887;7164;7301;6926;6757;6674;6867;6586;7011;..
Armenia;Heat;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2820;2792;2139;1223;725;974;836;1014;889;1034;1069;733;558;488;465;786;676;826;687;426;213;162;19;16;19;9;11;9;8;8;..
Armenia;Total;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;75080;66256;41091;16015;17069;22889;8884;15166;12866;11569;11884;11814;12288;13996;17347;19278;19441;25299;27176;25378;22512;25547;27855;27722;25897;29280;32178;34053;29842;34003;..
Armenia;Memo: Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418;3971;5324;5605;4073;3595;..
Armenia;Memo: Coal, peat and oil shale;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10257;5500;2620;56;669;56;93;93;93;56;0;0;334;502;0;0;19;56;37;0;25;0;50;25;0;0;5;3;28;34;..
Armenia;Memo: Primary and secondary oil;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7371;1390;301;215;215;172;86;86;86;215;0;0;258;129;0;0;0;0;0;0;0;0;0;0;46;298;43;39;60;34;..
Armenia;Memo: Geothermal, solar/wind/other, heat, electricity;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10189;11450;10862;6108;4217;3282;4738;9766;7239;6859;6678;6050;5944;6252;6383;6989;6828;7187;7138;6607;6506;7049;7183;7317;6945;6792;6732;6932;6702;7198;..
Australia;Coal and coal products;5412;7076;7245;8845;10256;11478;10888;10951;10741;11625;11249;9915;9851;7838;14836;13865;12173;10604;9495;8861;8146;7698;7229;6859;6062;5587;4745;4043;3354;2767;2384;1900;1779;1785;1581;1610;1120;928;898;818;766;854;966;942;834;865;410;396;362;298;163;104;67;51;0;21;21;21;21;21;..
Australia;Peat and peat products;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Oil shale and oil sands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Crude, NGL and feedstocks;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Oil products;14114;12655;11669;10854;9824;8752;8494;7808;7722;7379;32389;32304;32776;32990;42170;47662;46737;50689;46300;44894;32824;24547;22685;19813;18465;18510;16905;16953;15643;15286;15834;15640;16040;17022;15578;15321;15047;15148;14783;14069;14640;14225;14202;15079;13645;12286;11014;13303;11973;15704;15322;16039;15724;16071;15827;15407;16884;14844;14942;15410;..
Australia;Natural gas;0;0;0;0;0;0;0;0;0;1745;4055;10585;17812;19523;21234;25382;26897;32820;35191;38925;40549;44027;49686;51755;54540;57980;61798;66952;65396;68493;79106;80455;83997;88001;86569;94190;100154;101514;104615;103649;106661;109445;112399;112449;112809;115556;119261;121074;123176;127005;129701;133247;135720;139324;143023;146045;149199;149172;149078;151901;..
Australia;Nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Hydro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Solar/wind/other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;140;189;269;391;568;815;1030;1269;1553;1809;2112;3490;3405;3405;3405;3405;3380;3359;3344;3335;3331;3333;3343;3360;3385;3418;3462;3515;2621;2460;2467;2279;5848;6472;7963;10129;11254;11972;12756;12858;14441;14466;15275;16109;17022;..
Australia;Biofuels and waste;0;0;0;0;0;0;0;0;0;0;83736;83736;87923;83736;74667;71523;68609;65821;63036;64531;66323;68316;67989;67830;67847;67897;69000;69000;70800;70800;74100;76200;78400;92919;81600;81700;77981;78755;77995;77268;78309;79780;83737;75670;66440;60172;59566;61268;59811;58316;55583;52805;52805;52805;51771;49844;49216;48759;48194;47599;..
Australia;Heat production from non-specified combustible fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Australia;Electricity;24379;27162;28984;31640;34510;37246;40399;44024;46976;51646;55188;59861;64624;67226;71093;79643;83592;91145;95501;101542;104292;109796;115225;116410;119754;117274;124085;128009;130187;131854;138751;141296;141545;146311;146023;151787;155531;161194;166262;170348;175550;178549;184500;192449;199879;197438;200423;206572;209117;216212;218362;225133;221299;217937;208912;213383;213080;213242;213322;211442;..
Australia;Heat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Australia;Total;43906;46894;47897;51339;54590;57475;59781;62783;65439;72395;186617;196400;212985;211314;224107;238215;238197;251349;249913;259321;252948;255415;264083;264220;268477;269359;280023;288362;288785;292604;313581;318871;325120;349383;334687;347938;353166;360882;367913;369537;379344;386315;399320;399210;396067;388785;392952;408461;410910;425498;429259;438582;437587;438945;432391;439140;442867;441313;441666;443395;..
Australia;Memo: Renewables;0;0;0;0;0;0;0;0;0;0;83736;83736;87923;83736;74775;71663;68798;66090;63427;65099;67138;69346;69258;69383;69656;70009;72490;72405;74205;74205;77505;79580;81759;96263;84935;85031;81314;82098;81355;80653;81727;83242;87252;78291;68900;62639;61845;67116;66283;66279;65712;64059;64777;65561;64629;64285;63682;64034;64303;64621;..
Australia;Memo: Coal, peat and oil shale;5412;7076;7245;8845;10256;11478;10888;10951;10741;11625;11249;9915;9851;7838;14836;13865;12173;10604;9495;8861;8146;7698;7229;6859;6062;5587;4745;4043;3354;2767;2384;1900;1779;1785;1581;1610;1120;928;898;818;766;854;966;942;834;865;410;396;362;298;163;104;67;51;0;21;21;21;21;21;..
Australia;Memo: Primary and secondary oil;14114;12655;11669;10854;9824;8752;8494;7808;7722;7379;32389;32304;32776;32990;42170;47662;46737;50689;46300;44894;32824;24547;22685;19813;18465;18510;16905;16953;15643;15286;15834;15640;16040;17022;15578;15321;15047;15148;14783;14069;14640;14225;14202;15079;13645;12286;11014;13303;11973;15704;15322;16039;15724;16071;15827;15407;16884;14844;14942;15410;..
Australia;Memo: Geothermal, solar/wind/other, heat, electricity;24379;27162;28984;31640;34510;37246;40399;44024;46976;51646;55188;59861;64624;67226;71201;79783;83781;91414;95892;102110;105107;110826;116494;117963;121563;119386;127575;131414;133592;135259;142156;144676;144904;149655;149358;155118;158864;164537;169622;173733;178968;182011;188015;195070;202339;199905;202702;212420;215589;224175;228491;236387;233271;230693;221770;227824;227546;228517;229431;228464;..
Austria;Coal and coal products;62059;59920;73179;88081;77596;76815;71145;71181;71199;73216;80593;60739;56850;59379;52218;46773;43725;36891;36735;40614;38989;44659;46441;43211;44631;44224;42055;40382;37206;32661;27664;29773;25248;20899;18542;17545;16660;12563;11058;10177;8928;8424;6726;5609;5408;3919;3715;3202;3258;2335;2566;1666;1753;1325;1095;891;860;941;781;805;..
Austria;Peat and peat products;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;9;9;9;9;9;0;0;0;0;..
Austria;Oil shale and oil sands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Crude, NGL and feedstocks;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Oil products;16610;15354;17440;19404;21579;25019;25577;44363;64283;70732;93265;106838;112947;126853;109672;111615;122798;119810;127519;135437;91237;83969;81239;78039;80367;81488;78024;78956;73475;70651;71378;78405;72340;73607;68890;75327;83543;67692;70904;72404;71948;70991;68813;69195;66028;63424;60993;53160;53995;50359;55597;48103;43805;47115;41137;42857;42643;43167;38916;39384;..
Austria;Natural gas;622;595;620;643;656;670;619;699;1322;1510;847;1277;2283;3921;5866;7081;10210;12482;13782;16044;16130;19706;23633;24993;26742;28339;27501;29555;27954;29840;33338;39817;38788;42368;40175;43185;48578;48517;51368;50910;47491;53106;49653;52454;51195;65713;63490;57594;59159;60385;65469;58178;59220;59831;52399;56839;62819;61496;56281;59050;..
Austria;Nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Hydro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Solar/wind/other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;446;547;589;693;842;994;1136;1283;1369;1495;1621;1715;1891;2079;2305;2984;3009;3039;4098;4591;4317;4517;4992;4902;5335;5490;5093;4643;4727;..
Austria;Biofuels and waste;32385;28428;28868;31652;25205;25205;28868;26963;25058;25058;26377;25858;24748;27336;26444;26754;26833;27336;28391;32364;35517;37535;43153;43484;50819;54931;38473;39334;55817;48833;58395;65036;61498;62785;58163;62802;68937;64390;62890;64061;60067;63788;59734;59111;56887;58864;61934;63270;64695;66853;75382;71733;75834;77737;68253;72667;74715;75111;69231;70783;..
Austria;Heat production from non-specified combustible fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Austria;Electricity;6221;6818;7711;8467;9367;10188;10944;11963;13057;14335;15890;17586;19807;21852;23047;24433;26561;27605;29354;30182;31565;26748;26399;27011;28217;29959;30359;39730;40738;41497;42761;45371;45979;47308;46724;48928;51116;49982;50206;52654;53863;58352;60228;62190;61628;59104;59190;59342;59821;62040;63567;62185;63149;63537;60536;61975;64220;64794;64593;66175;..
Austria;Heat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5759;6799;7076;7561;8219;8667;9233;9090;9423;11866;14147;13275;14820;14322;15794;21362;18118;19161;21870;21360;23197;22013;23710;25487;20036;18301;20276;21074;22284;24989;24492;27395;31185;28644;31476;32619;34549;32504;32310;..
Austria;Total;117897;111116;127819;148247;134403;137897;137153;155169;174920;184852;216973;212299;216635;239342;217247;216657;230126;224124;235781;254642;213437;218385;227673;223822;238345;247169;225089;237198;244289;232915;245755;273004;257684;262384;247518;264431;291200;262408;266879;273454;265161;279489;268891;274168;268721;273373;270615;259861;265049;268362;292169;270684;275682;285732;256975;272050;283365;285151;266949;273235;..
Austria;Memo: Renewables;32385;28428;28868;31652;25205;25205;28868;26963;25058;25058;26377;25858;24748;27336;26444;26754;26833;27336;28391;32364;35517;37535;43153;43484;50819;54931;38473;39334;55817;48833;58740;65482;62045;63374;58856;63644;69931;65526;64173;65430;61562;65409;61449;61002;58966;61169;64918;66279;67735;70951;79973;76050;80352;82729;73155;78002;80205;80203;73874;75510;..
Austria;Memo: Coal, peat and oil shale;62059;59920;73179;88081;77596;76815;71145;71181;71199;73216;80593;60739;56850;59379;52218;46773;43725;36891;36735;40614;38989;44668;46449;43220;44640;44233;42064;40391;37215;32670;27673;29782;25257;20908;18551;17554;16669;12572;11067;10186;8937;8433;6735;5618;5417;3927;3723;3211;3266;2343;2575;1675;1761;1334;1104;900;860;941;781;805;..
Austria;Memo: Primary and secondary oil;16610;15354;17440;19404;21579;25019;25577;44363;64283;70732;93265;106838;112947;126853;109672;111615;122798;119810;127519;135437;91237;83969;81239;78039;80367;81488;78024;78956;73475;70651;71378;78405;72340;73607;68890;75327;83543;67692;70904;72404;71948;70991;68813;69195;66028;63424;60993;53160;53995;50359;55597;48103;43805;47115;41137;42857;42643;43167;38916;39384;..
Austria;Memo: Geothermal, solar/wind/other, heat, electricity;6221;6818;7711;8467;9367;10188;10944;11963;13057;14335;15890;17586;19807;21852;23047;24433;26561;27605;29354;30182;31565;32507;33198;34087;35778;38178;39026;48963;49828;50920;54972;59964;59801;62717;61739;65564;73472;69236;70650;75893;76718;83170;83956;87791;89194;81445;80475;82627;83934;88422;93147;90995;95062;99714;94081;98786;102328;104435;101741;103212;..
Azerbaijan;Coal and coal products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Peat and peat products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Oil shale and oil sands;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Crude, NGL and feedstocks;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Oil products;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1794;1886;0;0;0;92;92;1104;0;1242;1150;1334;1380;2530;3254;2944;2806;4909;5055;3432;3203;2681;2396;2073;1789;1346;902;668;638;492;..
Azerbaijan;Natural gas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;82017;78541;62590;40818;81345;67228;70141;68733;75964;82056;57875;68640;79101;87286;94468;97277;97909;86983;108066;98068;101172;102192;83990;81102;90557;96698;112032;99363;107410;116602;..
Azerbaijan;Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Hydro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Geothermal;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Solar/wind/other;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Biofuels and waste;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;562;571;580;589;597;604;610;616;622;627;632;464;421;794;404;919;847;2925;2749;2236;3045;3207;3260;2996;2437;2189;483;555;479;458;..
Azerbaijan;Heat production from non-specified combustible fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Electricity;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3834;3960;4086;6660;7207;14670;18954;21251;26536;32929;35647;36619;40100;43484;42854;44111;49662;30002;26798;21049;20718;21301;23404;24178;26251;28577;29059;25685;24117;23105;..
Azerbaijan;Heat;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1078;1220;1297;1371;2034;2436;2927;3929;4265;4822;4733;5051;5062;..
Azerbaijan;Total;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;98139;84958;67256;48067;89149;82594;89797;91704;103121;116854;95305;107057;121002;134095;140980;145251;151224;125898;143888;126082;129509;131415;115486;113276;124964;133075;147298;131003;137695;145719;..
Azerbaijan;Memo: Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;562;571;580;589;597;604;610;616;622;627;632;464;421;794;404;919;847;2925;2749;2236;3045;3207;3260;2996;2437;2189;483;555;479;458;..
Azerbaijan;Memo: Coal, peat and oil shale;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Azerbaijan;Memo: Primary and secondary oil;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1794;1886;0;0;0;92;92;1104;0;1242;1150;1334;1380;2530;3254;2944;2806;4909;5055;3432;3203;2681;2396;2073;1789;1346;902;668;638;492;..
Azerbaijan;Memo: Geothermal, solar/wind/other, heat, electricity;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13766;3960;4086;6660;7207;14670;18954;21251;26536;32929;35647;36619;40100;43484;42854;44111;49662;31080;28018;22346;22089;23335;25840;27105;30180;32842;33881;30417;29169;28167;..
Bahrain;Coal and coal products;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Peat and peat products;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Oil shale and oil sands;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Crude, NGL and feedstocks;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Oil products;..;..;..;..;..;..;..;..;..;..;..;678;583;540;634;681;729;776;823;965;1006;1053;1056;1104;1242;1289;1377;1556;1650;1741;1869;2051;2230;2186;2321;2369;2588;3599;4518;2511;2693;2828;2919;3101;3330;3513;2903;3045;3406;3504;3416;3464;3605;3926;3893;4257;4049;3423;3559;3576;..
Bahrain;Natural gas;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Nuclear;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Hydro;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Geothermal;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Solar/wind/other;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Bahrain;Biofuels and waste;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
